"Multisizer","2018-10-04  14:31"
"File name:","50K_M4_2018-10-04_147.#m4"
"Population:","50K"
"Generation:","M4"
"Control mode:","Volumetric,  50  uL"
"Acquired:","2018-10-04  14:31"
"Size bins:","400"
"From","0.600"
"To","18.00"
"Sizing threshold:","0.600"
"Total pulses:","14030"
"Counting threshold:","0.600"
"Counts above threshold:","14030"
"Coincidence corrected:","14400"

"From","0.113"
"To","3054"
"Number ",14396
"Mean:","0.790"
"Median:","0.698"
"D(0,0):",1.112
"Mean/Median ratio:","1.133"
"Mode:","0.632"
"95% Conf. Limits:","0.783"
"95% Conf. Limits:","0.797"
"S.D.:","0.426"
"Variance:","0.182"
"C.V.:","53.94"
"Skewness:","4.737"
"Kurtosis:","44.75"
"d10:","0.461"
"d50:","0.698"
"d90:","1.206"
"Specific Surf. Area:","51041"

"% <","Size "
10,0.461
25,0.555
50,0.698
75,0.904
90,1.206

"% >","Size "
10,1.206
25,0.904
50,0.698
75,0.555
90,0.461

"Size ","% <"
1,81.9
10,99.99
100,100
1000,100

"Size ","% >"
1,18.1
10,0.014
100,0
1000,0

"Volume"
"%"
10
25
50
75
90

"Bin Number","Diff.","Bin Volume (Lower)","Bin Volume (Center)","Bin Volume (Upper)"
"","Number","fL","fL","fL"
1,10,0.113,0.114,0.116
2,6,0.116,0.117,0.119
3,5,0.119,0.120,0.122
4,3,0.122,0.124,0.125
5,6,0.125,0.127,0.128
6,1,0.128,0.130,0.132
7,6,0.132,0.133,0.135
8,0,0.135,0.137,0.139
9,3,0.139,0.140,0.142
10,8,0.142,0.144,0.146
11,5,0.146,0.148,0.150
12,5,0.150,0.152,0.153
13,9,0.153,0.155,0.157
14,3,0.157,0.159,0.162
15,9,0.162,0.164,0.166
16,13,0.166,0.168,0.170
17,3,0.170,0.172,0.174
18,8,0.174,0.177,0.179
19,2,0.179,0.181,0.183
20,5,0.183,0.186,0.188
21,4,0.188,0.191,0.193
22,5,0.193,0.196,0.198
23,6,0.198,0.201,0.203
24,5,0.203,0.206,0.208
25,5,0.208,0.211,0.214
26,3,0.214,0.217,0.219
27,6,0.219,0.222,0.225
28,10,0.225,0.228,0.231
29,4,0.231,0.234,0.237
30,5,0.237,0.240,0.243
31,9,0.243,0.246,0.249
32,7,0.249,0.252,0.256
33,9,0.256,0.259,0.262
34,4,0.262,0.266,0.269
35,14,0.269,0.272,0.276
36,4,0.276,0.280,0.283
37,7,0.283,0.287,0.290
38,7,0.290,0.294,0.298
39,18,0.298,0.302,0.306
40,11,0.306,0.310,0.314
41,13,0.314,0.318,0.322
42,10,0.322,0.326,0.330
43,15,0.330,0.334,0.338
44,21,0.338,0.343,0.347
45,28,0.347,0.352,0.356
46,30,0.356,0.361,0.365
47,35,0.365,0.370,0.375
48,51,0.375,0.380,0.384
49,66,0.384,0.389,0.394
50,91,0.394,0.399,0.405
51,106,0.405,0.410,0.415
52,94,0.415,0.420,0.426
53,163,0.426,0.431,0.437
54,184,0.437,0.442,0.448
55,205,0.448,0.454,0.460
56,240,0.460,0.466,0.472
57,279,0.472,0.478,0.484
58,256,0.484,0.490,0.496
59,278,0.496,0.503,0.509
60,313,0.509,0.516,0.522
61,356,0.522,0.529,0.536
62,353,0.536,0.543,0.550
63,376,0.550,0.557,0.564
64,380,0.564,0.571,0.578
65,398,0.578,0.586,0.593
66,417,0.593,0.601,0.609
67,416,0.609,0.616,0.624
68,405,0.624,0.632,0.640
69,423,0.640,0.649,0.657
70,371,0.657,0.665,0.674
71,428,0.674,0.683,0.691
72,416,0.691,0.700,0.709
73,393,0.709,0.718,0.728
74,385,0.728,0.737,0.746
75,384,0.746,0.756,0.766
76,395,0.766,0.775,0.785
77,370,0.785,0.796,0.806
78,364,0.806,0.816,0.827
79,310,0.827,0.837,0.848
80,321,0.848,0.859,0.870
81,288,0.870,0.881,0.892
82,263,0.892,0.904,0.915
83,265,0.915,0.927,0.939
84,270,0.939,0.951,0.963
85,220,0.963,0.976,0.988
86,196,0.988,1.001,1.014
87,185,1.014,1.027,1.040
88,175,1.040,1.053,1.067
89,178,1.067,1.080,1.094
90,150,1.094,1.108,1.123
91,131,1.123,1.137,1.152
92,127,1.152,1.166,1.181
93,148,1.181,1.197,1.212
94,134,1.212,1.227,1.243
95,121,1.243,1.259,1.275
96,109,1.275,1.292,1.308
97,93,1.308,1.325,1.342
98,108,1.342,1.359,1.377
99,92,1.377,1.394,1.412
100,66,1.412,1.430,1.449
101,62,1.449,1.467,1.486
102,63,1.486,1.505,1.525
103,38,1.525,1.544,1.564
104,39,1.564,1.584,1.605
105,35,1.605,1.625,1.646
106,44,1.646,1.667,1.689
107,38,1.689,1.710,1.732
108,45,1.732,1.754,1.777
109,25,1.777,1.800,1.823
110,33,1.823,1.846,1.870
111,14,1.870,1.894,1.918
112,22,1.918,1.943,1.968
113,16,1.968,1.993,2.019
114,11,2.019,2.045,2.071
115,8,2.071,2.097,2.124
116,16,2.124,2.152,2.179
117,17,2.179,2.207,2.236
118,12,2.236,2.264,2.293
119,12,2.293,2.323,2.353
120,5,2.353,2.383,2.413
121,11,2.413,2.444,2.476
122,6,2.476,2.507,2.540
123,4,2.540,2.572,2.605
124,8,2.605,2.639,2.673
125,4,2.673,2.707,2.742
126,8,2.742,2.777,2.812
127,8,2.812,2.849,2.885
128,5,2.885,2.922,2.960
129,8,2.960,2.998,3.036
130,7,3.036,3.075,3.115
131,2,3.115,3.155,3.195
132,3,3.195,3.236,3.278
133,2,3.278,3.320,3.362
134,2,3.362,3.406,3.449
135,1,3.449,3.494,3.538
136,3,3.538,3.584,3.630
137,4,3.630,3.676,3.724
138,2,3.724,3.771,3.820
139,1,3.820,3.869,3.919
140,2,3.919,3.969,4.020
